VendorName,VendorNumber,Brand,PurchasePrice,PurchaseQuantity,PurchaseDollars,Price,Volume,PricePurchasePrice,InvoiceQuantity,InvoiceDollars,TotalFreight,TotalSalesDollar,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,Description,TotalProfit
DIAGEO NORTH AMERICA INC   ,3960,3148,35.24,2018.0,71114.3200000001,48.99,1750.0,35.24,5459788.0,50959796.849999994,257032.07000000007,71770.35000000018,25425.81000000023,1465.0,2692.210000000013,Ciroc Mango Vodka,656.0300000000861
REMY COINTREAU USA INC     ,7239,500,2290.07,31.0,70992.17,2999.99,750.0,2290.07,142363.0,3354958.28,16978.669999999995,85049.72,72999.75999999998,28.0,22.099999999999987,Remy Martin Louis XIII,14057.550000000003
MARTIGNETTI COMPANIES,4425,24907,6.89,10283.0,70849.86999999994,10.99,750.0,6.89,2640411.0,27861690.019999996,144929.24,114241.8400000054,59293.26999999736,10216.0,1136.6800000000355,Bogle Old Vine Znfdl Cal,43391.97000000546
EDRINGTON AMERICAS         ,2561,2590,28.98,2443.0,70798.13999999998,46.99,1750.0,28.98,62542.0,1882832.8399999992,9654.500000000002,77304.21000000054,57630.999999999316,1879.0,3454.42000000005,The Black Grouse Scotch,6506.07000000056
BACARDI USA INC            ,480,3343,9.46,7472.0,70685.11999999946,12.49,375.0,9.46,1427075.0,17624378.719999995,89286.26999999999,95177.73000000461,71263.13999999895,7327.0,2870.799999999945,Bombay Sapphire Gin,24492.610000005152
WILLIAM GRANT & SONS INC   ,3664,8078,14.59,4844.0,70673.96000000027,19.99,375.0,14.59,302685.0,5960744.350000001,30234.42000000001,104263.29000000287,75570.8300000006,4871.0,1908.7200000000742,Glenfiddich Special Rsv 12Yr,33589.33000000261
MARTIGNETTI COMPANIES,4425,6249,7.84,8999.0,70552.16000000022,11.99,750.0,7.84,2640411.0,27861690.019999996,144929.24,110736.6299999985,49451.23999999771,8789.0,980.1500000000472,Rodney Strong Chard,40184.469999998284
MARTIGNETTI COMPANIES,4425,24086,7.14,9877.0,70521.78,12.99,750.0,7.14,2640411.0,27861690.019999996,144929.24,106340.61999999936,46950.93999999841,8802.0,981.5500000000395,Hess Select Chard,35818.839999999356
DIAGEO NORTH AMERICA INC   ,3960,3652,37.79,1864.0,70440.55999999995,47.99,1750.0,37.79,5459788.0,50959796.849999994,257032.07000000007,90696.77000000035,48896.25999999983,1823.0,3350.5500000000143,Ciroc Pineapple Vodka,20256.2100000004
MARTIGNETTI COMPANIES,4425,14838,7.71,9134.0,70423.13999999966,14.99,750.0,7.71,2640411.0,27861690.019999996,144929.24,127990.29999999888,62549.43999999593,9242.0,1029.6200000000492,Layer Cake Cab Svgn,57567.15999999922
PERNOD RICARD USA          ,17035,5731,9.02,7788.0,70247.76000000008,11.99,750.0,9.02,1647558.0,24124091.56,123780.21999999997,94095.68000000472,61491.86999999737,7232.0,5698.669999999857,Malibu Passion Fruit Rum,23847.92000000464
ULTRA BEVERAGE COMPANY LLP ,9165,2841,25.73,2724.0,70088.51999999971,34.99,750.0,25.73,1077527.0,13210613.930000002,68054.70000000003,82949.91000000102,61615.66999999884,2609.0,2056.5299999999543,High West Double Rye Whiskey,12861.390000001309
ULTRA BEVERAGE COMPANY LLP ,9165,1730,19.73,3552.0,70080.95999999998,29.99,750.0,19.73,1077527.0,13210613.930000002,68054.70000000003,53985.26999999984,43069.2200000002,1973.0,217.83000000000686,La Collection NH Summer,-16095.69000000014
WILLIAM GRANT & SONS INC   ,3664,3532,20.58,3405.0,70074.90000000056,27.99,750.0,20.58,302685.0,5960744.350000001,30234.42000000001,89568.50000000233,71237.4099999995,3350.0,2641.1699999999482,Milagro Reposado Tequila,19493.600000001767
MHW LTD                    ,6213,8393,34.81,2013.0,70072.53000000014,49.99,750.0,34.81,215201.0,1888333.0099999998,9621.580000000002,119878.34000000315,96077.87000000213,2266.0,1786.9299999999623,Casamigos Reposado,49805.81000000301
JIM BEAM BRANDS COMPANY    ,12546,2155,24.05,2910.0,69985.50000000048,37.99,1750.0,24.05,2737165.0,24203151.05000001,123880.96999999999,110955.58000000304,83155.2400000013,3042.0,5592.550000000169,McClelland Islay Single Malt,40970.08000000256
JIM BEAM BRANDS COMPANY    ,12546,8064,0.76,92054.0,69961.03999999978,0.99,50.0,0.76,2737165.0,24203151.05000001,123880.96999999999,90718.65000000305,15044.039999997152,91635.0,4800.050000000282,Canadian Club,20757.610000003275
LATITUDE BEVERAGE COMPANY  ,4950,14240,5.36,13045.0,69921.20000000007,8.99,750.0,5.36,53090.0,316446.76000000007,1609.9999999999995,115066.86000000323,39531.570000000844,12614.0,1409.8399999999863,Ninety+Cellars Lot 2 Svgn Bl,45145.66000000316
ULTRA BEVERAGE COMPANY LLP ,9165,26580,15.06,4641.0,69893.46000000022,21.99,750.0,15.06,1077527.0,13210613.930000002,68054.70000000003,68015.0700000003,26234.070000000575,3093.0,345.44000000000443,Sullivan Toile Cab Svgn Napa,-1878.3899999999267
MARTIGNETTI COMPANIES,4425,24786,159.73,437.0,69802.00999999998,245.99,750.0,159.73,2640411.0,27861690.019999996,144929.24,158963.6100000001,43040.270000000004,639.0,71.77000000000001,Opus One 12,89161.60000000012
MARTIGNETTI COMPANIES,4425,41537,18.06,3861.0,69729.66000000027,27.99,750.0,18.06,2640411.0,27861690.019999996,144929.24,104150.58000000179,47768.61999999982,3682.0,410.17000000001076,Mer Soleil Chard Central Cst,34420.920000001526
E & J GALLO WINERY         ,3252,31494,6.02,11581.0,69717.62000000101,8.79,1500.0,6.02,1858260.0,12289608.089999998,61966.909999999996,117027.35000000586,61683.42999999675,10969.0,2452.41999999993,Barefoot Merlot Cal,47309.73000000484
MARTIGNETTI COMPANIES,4425,25511,12.16,5733.0,69713.27999999981,17.99,750.0,12.16,2640411.0,27861690.019999996,144929.24,72715.58000000044,33317.480000001226,4042.0,450.67000000001207,Schug Chard Carneros,3002.3000000006286
BROWN-FORMAN CORP          ,1128,8725,11.84,5887.0,69702.08000000038,15.99,375.0,11.84,1006122.0,13529433.080000006,68601.68000000001,97193.70000000238,69216.70999999858,5830.0,2284.99000000007,Chambord Royale de France,27491.620000002004
WINE GROUP INC             ,9815,26399,3.94,17690.0,69698.59999999923,7.99,750.0,3.94,888385.0,5258636.79,27100.409999999996,135124.0300000047,51147.649999998306,17697.0,1977.1499999999205,Trapiche Malbec Mendoza Oak,65425.43000000548
CONSTELLATION BRANDS INC   ,1392,41546,5.51,12643.0,69662.9300000005,7.99,750.0,5.51,2325892.0,15573917.899999999,79528.99,110089.05000000416,42463.840000000506,12895.0,1440.5299999999754,Monkey Bay Svgn Bl,40426.12000000366
DIAGEO NORTH AMERICA INC   ,3960,2749,13.38,5198.0,69549.2399999995,16.99,1750.0,13.38,5459788.0,50959796.849999994,257032.07000000007,92272.69000000191,46331.729999999734,5431.0,9980.150000000256,John Begg Blue Cap,22723.450000002413
DIAGEO NORTH AMERICA INC   ,3960,2772,46.15,1507.0,69548.05000000013,62.99,750.0,46.15,5459788.0,50959796.849999994,257032.07000000007,78195.39000000052,65593.75999999914,1461.0,1152.4499999999846,Talisker Storm Scotch,8647.34000000039
WINE GROUP INC             ,9815,37731,6.7,10377.0,69525.89999999882,12.99,3000.0,6.7,888385.0,5258636.79,27100.409999999996,119782.16000000686,74355.59000000011,10284.0,4627.799999999703,Corbett Canyon Chard,50256.26000000804
ULTRA BEVERAGE COMPANY LLP ,9165,3409,32.14,2163.0,69518.81999999956,44.99,750.0,32.14,1077527.0,13210613.930000002,68054.70000000003,90317.58000000103,76266.60000000015,1942.0,1531.7799999999681,Crystal Head Vodka,20798.76000000148
HEAVEN HILL DISTILLERIES   ,3924,2136,21.53,3225.0,69434.2500000001,27.99,750.0,21.53,352348.0,2816661.9399999995,14069.869999999995,91550.4200000022,69662.96999999924,3158.0,2489.9199999999482,Elijah Craig 12 Yr Bourbon,22116.170000002094
DIAGEO NORTH AMERICA INC   ,3960,8053,0.75,92262.0,69196.5,0.99,50.0,0.75,5459788.0,50959796.849999994,257032.07000000007,91251.27000000229,14185.709999997342,92173.0,4829.4600000002565,Seagrams 7 Crown,22054.77000000229
MARTIGNETTI COMPANIES,4425,25846,12.05,5742.0,69191.1000000001,21.99,750.0,12.05,2640411.0,27861690.019999996,144929.24,107613.50000000108,49273.24999999903,5550.0,618.8200000000203,Groth Svgn Bl Napa Valley,38422.400000000984
FREDERICK WILDMAN & SONS   ,9744,5346,36.22,1905.0,68999.09999999992,49.99,750.0,36.22,70932.0,759449.24,3999.9299999999994,94931.01000000117,70135.96999999961,1899.0,1497.1699999999767,Green Chartreuse Liqueur,25931.910000001255
STE MICHELLE WINE ESTATES  ,8673,13458,5.99,11516.0,68980.8399999995,8.99,750.0,5.99,419822.0,3086650.7,15919.700000000003,106909.75000000089,47730.899999997884,11461.0,1278.3800000000022,Ch Ste Michelle Harvest Rsl,37928.910000001386
MARTIGNETTI COMPANIES,4425,29835,4.82,14285.0,68853.69999999843,6.99,750.0,4.82,2640411.0,27861690.019999996,144929.24,106802.51000000353,38908.50000000157,14249.0,1592.919999999953,Casal Garcia Vinho Verde Wh,37948.810000005105
DIAGEO NORTH AMERICA INC   ,3960,3836,7.91,8695.0,68777.44999999953,10.99,750.0,7.91,5459788.0,50959796.849999994,257032.07000000007,96079.70000000585,69825.93999999814,8030.0,6329.059999999784,Smirnoff Citrus Vodka,27302.250000006316
BROWN-FORMAN CORP          ,1128,5296,21.01,3271.0,68723.7099999998,28.99,1750.0,21.01,1006122.0,13529433.080000006,68601.68000000001,85149.07000000078,61595.07999999884,2893.0,5318.020000000146,Southern Comfort 100 Proof,16425.360000000976
DIAGEO NORTH AMERICA INC   ,3960,4327,14.81,4628.0,68540.68000000031,19.99,750.0,14.81,5459788.0,50959796.849999994,257032.07000000007,90006.49000000245,71615.79999999933,4551.0,3589.1699999999437,Capt Morgan Spiced Rum 100,21465.810000002137
CONSTELLATION BRANDS INC   ,1392,42350,10.73,6387.0,68532.50999999949,16.99,3000.0,10.73,2325892.0,15573917.899999999,79528.99,100643.870000005,68811.2399999988,5613.0,2525.849999999965,Black Box Shiraz Cntrl Coast,32111.360000005516
M S WALKER INC             ,9552,4152,3.75,18248.0,68430.0,5.99,750.0,3.75,1372841.0,10935817.3,55551.819999999985,101506.06000000703,51776.499999996806,18194.0,14329.760000001597,Jenkins Rum,33076.060000007026
SIDNEY FRANK IMPORTING CO  ,3089,5952,1.42,48124.0,68336.08000000034,1.99,50.0,1.42,186464.0,1715908.8799999997,8549.550000000001,95078.22000000584,29040.070000008618,47778.0,2486.2299999998813,Jagermeister Liqueur,26742.1400000055
MARTIGNETTI COMPANIES,4425,36648,39.18,1743.0,68290.74000000024,59.99,750.0,39.18,2640411.0,27861690.019999996,144929.24,104334.73000000107,64250.37999999932,1727.0,191.55000000000254,Groth Cab Svgn Napa,36043.990000000835
E & J GALLO WINERY         ,3252,38898,20.13,3391.0,68260.82999999987,29.99,750.0,20.13,1858260.0,12289608.089999998,61966.909999999996,97287.56000000123,54161.93999999932,3244.0,360.5400000000112,L Martini Cab Svgn Napa,29026.730000001364
PROXIMO SPIRITS INC.       ,7245,3780,10.31,6617.0,68221.27000000041,12.99,750.0,10.31,682042.0,7588029.899999999,38994.78000000001,83992.06000000249,59336.88999999782,6394.0,5039.449999999887,Three Olives Raspberry Vodk,15770.790000002075
MCCORMICK DISTILLING CO    ,5992,5042,10.68,6373.0,68063.6400000007,13.99,750.0,10.68,29788.0,310552.86999999994,1567.85,92026.38000000284,58024.12999999811,6162.0,4854.969999999915,Tequila Rose Liqueur,23962.740000002144
JIM BEAM BRANDS COMPANY    ,12546,4438,7.35,9252.0,68002.1999999992,9.99,750.0,7.35,2737165.0,24203151.05000001,123880.96999999999,92900.65000000483,58227.15999999706,9235.0,7274.479999999682,Cruzan Black Cherry Rum,24898.45000000563
DIAGEO NORTH AMERICA INC   ,3960,3226,8.63,7869.0,67909.4699999999,11.99,375.0,8.63,5459788.0,50959796.849999994,257032.07000000007,86699.690000001,17781.16999999993,7231.0,2844.039999999956,Ciroc Mango Vodka,18790.220000001107
E & J GALLO WINERY         ,3252,5404,4.32,15718.0,67901.76000000014,5.49,375.0,4.32,1858260.0,12289608.089999998,61966.909999999996,86022.8100000032,49937.03999999784,15669.0,6150.100000000296,E & J Superior Rsv VSOP,18121.05000000306
SAZERAC CO INC             ,8004,5817,22.89,2957.0,67685.72999999918,29.99,1750.0,22.89,1417727.0,9916770.259999998,50293.62000000002,90929.91000000207,68212.429999999,3009.0,5531.1800000001695,GranGala Triple Orange,23244.18000000289
KOBRAND CORPORATION        ,4692,6864,5.51,12283.0,67679.33000000064,13.99,750.0,5.51,161002.0,1808146.3299999996,9139.38,127023.29000000545,57602.78999999814,12155.0,1355.1999999999657,St Francis Chard,59343.96000000481
HEAVEN HILL DISTILLERIES   ,3924,3089,7.63,8865.0,67639.94999999956,9.99,750.0,7.63,352348.0,2816661.9399999995,14069.869999999995,100394.91000000582,69708.38999999798,8909.0,7020.009999999712,Evan Williams Honey Reserve,32754.960000006264
DIAGEO NORTH AMERICA INC   ,3960,4280,18.74,3609.0,67632.66000000027,23.99,1750.0,18.74,5459788.0,50959796.849999994,257032.07000000007,94352.6700000026,63285.61999999837,3933.0,7229.150000000227,Capt Morgan Parrot Bay Coco,26720.010000002338
E & J GALLO WINERY         ,3252,5480,7.85,8612.0,67604.19999999956,10.99,750.0,7.85,1858260.0,12289608.089999998,61966.909999999996,89183.85000000257,61115.38999999685,8115.0,6396.009999999766,E & J Superior RSV VSOP,21579.650000003006
JIM BEAM BRANDS COMPANY    ,12546,3045,7.8,8664.0,67579.19999999972,12.99,750.0,7.8,2737165.0,24203151.05000001,123880.96999999999,96774.28000000345,60328.0799999968,8672.0,6831.449999999729,Pinnacle Salted Caramel,29195.080000003727
E & J GALLO WINERY         ,3252,8218,23.87,2830.0,67552.10000000025,31.99,1750.0,23.87,1858260.0,12289608.089999998,61966.909999999996,115963.75000000445,88996.18000000248,3625.0,6664.540000000236,Camarena Reposado Tequila,48411.6500000042
MAJESTIC FINE WINES        ,10000,12110,10.45,6454.0,67444.30000000016,17.99,750.0,10.45,446119.0,3506668.63,17587.59,100054.27000000185,41942.190000000286,6173.0,689.0800000000232,La Crema Chardonnay Monterey,32609.97000000169
E & J GALLO WINERY         ,3252,39413,5.06,13298.0,67287.88000000082,7.49,750.0,5.06,1858260.0,12289608.089999998,61966.909999999996,123816.07000000516,52297.74999999834,13293.0,1482.389999999972,Mirassou Pnt Nr Cntrl Coast,56528.19000000434
DIAGEO NORTH AMERICA INC   ,3960,7130,17.68,3804.0,67254.72000000048,22.99,1750.0,17.68,5459788.0,50959796.849999994,257032.07000000007,59042.74999999952,43174.89000000005,3025.0,5560.650000000154,Smirnoff Green Apple Vodka,-8211.970000000962
BANFI PRODUCTS CORP        ,516,18152,5.26,12783.0,67238.58000000044,10.99,750.0,5.26,228103.0,1628866.6800000002,8510.410000000002,131280.55000000237,41395.87000000019,13305.0,1488.609999999976,Banfi Centine Mntcln Tscna,64041.97000000194
STATE WINE & SPIRITS   ,653,21101,12.24,5492.0,67222.0799999999,17.99,750.0,12.24,154092.0,1529682.0400000003,8014.98,96660.27000000085,31986.220000001216,5373.0,601.0200000000134,Niner Twisted Spur 10 Red,29438.19000000095
PROXIMO SPIRITS INC.       ,7245,3781,9.29,7233.0,67194.57000000055,11.99,750.0,9.29,682042.0,7588029.899999999,38994.78000000001,86087.27000000252,58994.75999999748,6773.0,5336.959999999858,Three Olives Vanilla Vodka,18892.700000001976
WILLIAM GRANT & SONS INC   ,3664,2247,162.69,413.0,67190.96999999999,219.99,750.0,162.69,302685.0,5960744.350000001,30234.42000000001,78421.39000000007,65496.97999999979,361.0,284.82999999999987,Balvenie Portwood 21 Yr Sin,11230.420000000086
SHAW ROSS INT L IMP LTD    ,8320,7535,4.44,15085.0,66977.39999999905,5.99,750.0,4.44,69127.0,624979.6400000001,3151.9200000000014,90652.66000000338,37407.55000000228,15134.0,11916.820000000504,Gekkeikan Sake,23675.26000000433
M S WALKER INC             ,9552,34905,4.41,15177.0,66930.5699999995,6.79,750.0,4.41,1372841.0,10935817.3,55551.819999999985,106414.96000000135,42670.42000000312,13814.0,1542.809999999959,Smoking Loon Merlot,39484.39000000185
DIAGEO NORTH AMERICA INC   ,3960,3579,8.88,7517.0,66750.9599999998,11.99,375.0,8.88,5459788.0,50959796.849999994,257032.07000000007,97824.08000000336,42627.45000000034,7892.0,3099.259999999943,Ciroc Pineapple Vodka,31073.12000000356
CHARLES JACQUIN ET CIE INC ,4380,4945,7.47,8929.0,66699.62999999958,9.49,750.0,7.47,43947.0,329637.62,1675.3900000000008,89136.77000000265,49865.459999998726,8873.0,6987.499999999736,Jacquin Ginger Brandy,22437.14000000307
DIAGEO NORTH AMERICA INC   ,3960,5394,8.72,7638.0,66603.35999999956,10.99,375.0,8.72,5459788.0,50959796.849999994,257032.07000000007,82974.50000000218,61807.75999999672,7550.0,2958.279999999942,Goldschlager Cinnamon Schnap,16371.140000002619
MARTIGNETTI COMPANIES,4425,34460,7.23,9212.0,66602.76000000026,10.99,750.0,7.23,2640411.0,27861690.019999996,144929.24,114130.73000000382,52353.17999999869,9127.0,1017.5200000000522,Dr Loosen Rsl 'Dr L' M,47527.97000000357
LUXCO INC                  ,8352,5148,14.17,4697.0,66556.48999999922,24.99,1750.0,14.17,283260.0,2051436.01,10261.599999999997,87905.44000000197,64948.729999997435,4656.0,8558.580000000336,St Brendans Irish Cream,21348.950000002747
WILLIAM GRANT & SONS INC   ,3664,2082,74.07,898.0,66514.85999999984,109.99,750.0,74.07,302685.0,5960744.350000001,30234.42000000001,85631.96000000053,62664.099999999635,804.0,634.1800000000001,Balvenie 15 Yr Sherry Cask,19117.10000000069
MARTIGNETTI COMPANIES,4425,3174,21.73,3060.0,66493.80000000002,29.99,750.0,21.73,2640411.0,27861690.019999996,144929.24,100373.49000000191,67763.77999999891,3151.0,2483.5199999999654,Cold River Vodka,33879.690000001894
MOET HENNESSY USA INC      ,8112,8203,1.51,43926.0,66328.25999999992,1.99,50.0,1.51,427867.0,9472995.2,48347.26,139414.73000000825,42801.85000000089,46627.0,2426.8399999998874,Grand Marnier,73086.47000000832
WINE GROUP INC             ,9815,10596,9.86,6719.0,66249.34000000147,16.99,5000.0,9.86,888385.0,5258636.79,27100.409999999996,106528.44000000402,68623.70999999829,6756.0,5067.0,Almaden Mt Rhine Calif B/B,40279.10000000255
KOBRAND CORPORATION        ,4692,6681,15.89,4167.0,66213.63000000012,23.99,750.0,15.89,161002.0,1808146.3299999996,9139.38,102029.4700000014,47284.28999999973,4253.0,473.7600000000134,Cakebread Svgn Bl,35815.84000000128
WINE GROUP INC             ,9815,6288,10.06,6578.0,66174.67999999947,16.99,5000.0,10.06,888385.0,5258636.79,27100.409999999996,103053.0500000035,64392.97999999738,6595.0,4946.25,Almaden Chablis B/B,36878.370000004026
MARTIGNETTI COMPANIES,4425,15355,9.12,7247.0,66092.6400000001,15.99,750.0,9.12,2640411.0,27861690.019999996,144929.24,101184.36999999851,44875.739999998885,5863.0,653.6900000000236,Decoy Duckhorn Chard Sonoma,35091.72999999841
PERNOD RICARD USA          ,17035,1862,19.22,3427.0,65866.93999999983,25.99,750.0,19.22,1647558.0,24124091.56,123780.21999999997,86015.26000000133,61277.67999999868,3274.0,2580.0599999999645,John Power Irish Whiskey,20148.320000001506
MARTIGNETTI COMPANIES,4425,6524,4.57,14407.0,65839.9899999983,6.99,750.0,4.57,2640411.0,27861690.019999996,144929.24,112071.90000000494,44274.44999999964,14510.0,1620.2399999999504,Rosemount Diamond Shiraz,46231.91000000664
CHARLES JACQUIN ET CIE INC ,4380,5285,6.24,10551.0,65838.23999999948,8.29,750.0,6.24,43947.0,329637.62,1675.3900000000008,89692.79000000421,58402.150000001646,10461.0,8241.179999999616,Jacquin Triple Sec,23854.550000004732
JIM BEAM BRANDS COMPANY    ,12546,4064,9.41,6983.0,65710.02999999972,12.99,1750.0,9.41,2737165.0,24203151.05000001,123880.96999999999,93850.68000000424,63689.39999999693,7032.0,12924.480000000527,Calico Jack Pin/Coc Rum,28140.65000000452
SOUTHERN WINE & SPIRITS NE ,2000,11488,7.53,8715.0,65623.95000000038,10.99,1500.0,7.53,406875.0,3740617.3799999994,19016.59,86267.59000000214,45912.95999999921,8389.0,1876.200000000086,C K Mondavi Cab Svgn,20643.64000000176
JIM BEAM BRANDS COMPANY    ,12546,1389,2.18,30004.0,65408.72000000011,2.99,50.0,2.18,2737165.0,24203151.05000001,123880.96999999999,82087.4600000027,28387.060000005386,27454.0,1424.009999999922,Makers Mark,16678.74000000259
CONSTELLATION BRANDS INC   ,1392,2105,7.87,8295.0,65281.650000000176,9.99,750.0,7.87,2325892.0,15573917.899999999,79528.99,85316.38000000377,56752.519999997494,8362.0,6589.209999999754,Black Velvet Toasted Caramel,20034.730000003598
DIAGEO NORTH AMERICA INC   ,3960,3736,8.2,7914.0,64894.80000000022,10.99,750.0,8.2,5459788.0,50959796.849999994,257032.07000000007,92285.54000000411,65132.7599999965,7846.0,6182.569999999766,Smirnoff Cherry Vodka,27390.74000000389
SAZERAC NORTH AMERICA INC. ,660,5415,8.45,7675.0,64853.74999999908,13.99,1750.0,8.45,503931.0,3537977.55,17932.329999999994,106949.86000000629,76941.42000000087,7614.0,13995.400000000629,Amaretto di Amore,42096.110000007204
ULTRA BEVERAGE COMPANY LLP ,9165,513,23.01,2814.0,64750.13999999984,28.99,750.0,23.01,1077527.0,13210613.930000002,68054.70000000003,80679.08000000073,62792.06999999874,2692.0,2122.4899999999566,Ocean Vodka,15928.94000000089
WESTERN SPIRITS BEVERAGE CO,9625,2838,35.43,1827.0,64730.61000000038,45.99,750.0,35.43,56860.0,361249.20999999985,1933.1899999999996,83086.68000000088,71933.14999999983,1832.0,1445.3899999999721,Calumet Bourbon,18356.0700000005
LUXCO INC                  ,8352,8693,7.14,9062.0,64702.68000000041,9.99,750.0,7.14,283260.0,2051436.01,10261.599999999997,92130.39000000479,70647.45999999839,8961.0,7063.569999999671,Ezra Brooks,27427.71000000438
PERNOD RICARD USA          ,17035,3425,15.55,4151.0,64548.05000000064,20.99,750.0,15.55,1647558.0,24124091.56,123780.21999999997,97467.83000000389,77682.81000000091,4417.0,3483.0399999999445,Olmeca Altos Plata Tequila,32919.780000003244
PERNOD RICARD USA          ,17035,40054,7.48,8608.0,64387.840000000004,12.99,750.0,7.48,1647558.0,24124091.56,123780.21999999997,99151.21000000297,47165.239999999576,8229.0,917.1600000000436,Campo Viejo Tempranillo RSV,34763.37000000297
SHAW ROSS INT L IMP LTD    ,8320,4412,13.63,4716.0,64279.07999999957,17.99,750.0,13.63,69127.0,624979.6400000001,3151.9200000000014,83941.34000000184,55840.959999998675,4666.0,3676.6699999999837,Pusser's British Navy Rum,19662.260000002272
JIM BEAM BRANDS COMPANY    ,12546,3999,15.93,4030.0,64197.900000000554,21.99,750.0,15.93,2737165.0,24203151.05000001,123880.96999999999,88961.6000000025,72114.88999999968,3840.0,3028.169999999945,Hornitos Anejo Tequila,24763.70000000194
DIAGEO NORTH AMERICA INC   ,3960,3693,8.72,7362.0,64196.63999999973,10.99,750.0,8.72,5459788.0,50959796.849999994,257032.07000000007,81839.48000000289,57766.97999999769,7252.0,5714.5299999998415,Smirnoff Ruby Red Grapefruit,17642.84000000316
TREASURY WINE ESTATES      ,9819,32054,7.09,9045.0,64129.0500000005,11.99,750.0,7.09,497770.0,2978686.399999999,14836.570000000005,101868.63000000363,41771.24999999993,9037.0,1008.6600000000458,Greg Norman Lmstn Cab/Merlot,37739.58000000313
DIAGEO NORTH AMERICA INC   ,3960,3503,8.2,7816.0,64091.20000000025,10.99,750.0,8.2,5459788.0,50959796.849999994,257032.07000000007,94726.36000000543,65168.48999999663,7964.0,6275.489999999789,Smirnoff Sorbet Rasp/Pomegra,30635.160000005177
TREASURY WINE ESTATES      ,9819,17177,5.45,11756.0,64070.19999999931,7.99,1500.0,5.45,497770.0,2978686.399999999,14836.570000000005,100059.17000000605,47039.55000000001,11783.0,2638.179999999833,Beringer Classic Merlot,35988.97000000674
SOUTHERN WINE & SPIRITS NE ,2000,19507,4.99,12834.0,64041.65999999941,7.49,750.0,4.99,406875.0,3740617.3799999994,19016.59,112745.54000000392,36580.59000000176,12846.0,1437.0699999999506,Geyser Peak Svgn Bl,48703.880000004516
BACARDI USA INC            ,480,3194,18.31,3497.0,64030.070000000225,23.99,750.0,18.31,1427075.0,17624378.719999995,89286.26999999999,94295.54000000279,64528.79999999827,3846.0,3031.709999999958,Grey Goose Cherry Noir Vodka,30265.470000002562
KOBRAND CORPORATION        ,4692,21033,26.89,2381.0,64025.09000000005,41.99,750.0,26.89,161002.0,1808146.3299999996,9139.38,91592.28000000105,69312.83999999941,2272.0,251.09000000000785,Taylor Fladgate 20-Yr Tawny,27567.190000001
PERFECTA WINES             ,10754,5076,28.12,2276.0,64001.120000000155,35.99,750.0,28.12,553116.0,5665501.530000001,28720.52,77774.8200000005,58172.129999999226,2118.0,1669.789999999966,M Duffau Napoleon Armagnac,13773.700000000346
ULTRA BEVERAGE COMPANY LLP ,9165,5525,18.24,3500.0,63840.00000000014,24.99,750.0,18.24,1077527.0,13210613.930000002,68054.70000000003,87027.78000000126,58689.95999999882,3422.0,2696.599999999969,Fernet-Branca Italian Liquer,23187.780000001127
E & J GALLO WINERY         ,3252,8576,3.67,17391.0,63824.970000000554,4.99,375.0,3.67,1858260.0,12289608.089999998,61966.909999999996,83752.16000000299,37434.980000002724,16784.0,6594.410000000308,E & J Brandy VS,19927.190000002432
LUXCO INC                  ,8352,8275,20.71,3080.0,63786.80000000039,28.99,750.0,20.71,283260.0,2051436.01,10261.599999999997,97170.43000000238,74416.67999999979,3057.0,2410.0199999999572,El Mayor Anejo Tequila,33383.63000000199
E & J GALLO WINERY         ,3252,8032,5.26,12118.0,63740.680000000524,7.99,750.0,5.26,1858260.0,12289608.089999998,61966.909999999996,92932.26000000212,34830.750000002365,11524.0,1287.1300000000165,Ballatore Gran Spumante,29191.580000001595
STE MICHELLE WINE ESTATES  ,8673,6581,7.86,8109.0,63736.739999999714,12.99,750.0,7.86,419822.0,3086650.7,15919.700000000003,110289.14999999973,58976.12999999641,8241.0,916.5200000000505,Ch Ste Michelle Merlot Colum,46552.41000000002
BACARDI USA INC            ,480,3437,13.84,4605.0,63733.200000000266,19.99,750.0,13.84,1427075.0,17624378.719999995,89286.26999999999,82741.55000000232,65670.79999999775,4445.0,3504.999999999943,Bombay Dry Gin,19008.35000000205
MARTIGNETTI COMPANIES,4425,37828,6.66,9559.0,63662.93999999951,9.99,1500.0,6.66,2640411.0,27861690.019999996,144929.24,104041.32000000522,57109.15999999749,9618.0,2149.750000000064,Yellow Tail Shiraz/Cab Ausl,40378.38000000571
WINE GROUP INC             ,9815,21308,7.38,8624.0,63645.11999999986,12.99,750.0,7.38,888385.0,5258636.79,27100.409999999996,79159.54000000136,39193.20000000089,7046.0,784.6300000000373,Chloe Pnt Grigio,15514.420000001504
SAZERAC CO INC             ,8004,5626,7.35,8659.0,63643.64999999938,9.99,750.0,7.35,1417727.0,9916770.259999998,50293.62000000002,88925.01000000363,53358.50999999832,8599.0,6773.519999999757,Baja Luna Black Raspberry,25281.36000000425
VINEYARD BRANDS INC        ,1587,23848,10.73,5931.0,63639.63000000017,15.99,750.0,10.73,172290.0,1207114.3199999998,6070.089999999999,88498.18000000119,37791.06000000073,5382.0,600.4200000000193,Dom Cherrier Sancerre,24858.550000001014
